playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8470140,2017,Kari Lehtonen,DAL,G,other,37,2852.0,4.95,8.0,87.0,3.55,3.0,9.23,6.0,47.61,45.0,1.48,1.0,24.68,20.0,21.96,27.0,4.81,41.0,22.0,3.0,1.41,2.73,0.82,3.0,4.0,1.0,21.0,0.0,0.0
8470140,2017,Kari Lehtonen,DAL,G,all,37,116658.0,77.62,83.0,1786.0,63.0,60.0,215.81,194.0,935.29,946.0,30.8,31.0,526.5,434.0,408.44,518.0,75.12,1034.0,226.0,62.0,29.32,27.64,20.67,40.0,22.0,21.0,464.0,4.0,2.0
8470140,2017,Kari Lehtonen,DAL,G,5on5,37,95582.0,51.4,47.0,1377.0,45.13,41.0,171.87,156.0,712.59,716.0,24.47,27.0,403.19,335.0,317.03,409.0,50.26,823.0,159.0,30.0,23.05,19.5,8.85,30.0,10.0,7.0,365.0,4.0,2.0
8470140,2017,Kari Lehtonen,DAL,G,4on5,37,10254.0,19.14,24.0,282.0,13.29,15.0,31.82,31.0,151.77,156.0,0.7,0.0,92.36,75.0,48.47,59.0,17.94,146.0,37.0,27.0,4.29,4.35,10.5,5.0,7.0,12.0,72.0,0.0,0.0
8470140,2017,Kari Lehtonen,DAL,G,5on4,37,7970.0,2.12,4.0,40.0,1.03,1.0,2.9,1.0,23.31,29.0,4.15,3.0,6.27,4.0,20.97,23.0,2.11,24.0,8.0,2.0,0.57,1.06,0.5,2.0,1.0,1.0,6.0,0.0,0.0
8470147,2017,Curtis McElhinney,TOR,G,other,18,1362.0,1.94,1.0,38.0,1.81,2.0,4.27,4.0,20.34,24.0,0.16,0.0,14.73,17.0,6.61,9.0,1.87,25.0,7.0,1.0,0.99,0.72,0.23,0.0,0.0,1.0,5.0,0.0,0.0
8470147,2017,Curtis McElhinney,TOR,G,all,18,57547.0,43.37,35.0,932.0,34.65,29.0,113.21,113.0,492.56,528.0,15.74,16.0,290.68,269.0,208.48,275.0,42.01,575.0,142.0,27.0,18.49,16.39,8.49,13.0,13.0,9.0,188.0,0.0,0.0
8470147,2017,Curtis McElhinney,TOR,G,5on5,18,48386.0,30.8,20.0,733.0,24.81,18.0,90.59,92.0,379.7,406.0,13.03,14.0,220.04,202.0,165.86,227.0,30.09,461.0,103.0,15.0,14.86,12.01,3.93,11.0,8.0,1.0,154.0,0.0,0.0
8470147,2017,Curtis McElhinney,TOR,G,4on5,18,4224.0,9.11,12.0,133.0,7.08,9.0,15.94,13.0,76.81,78.0,0.43,1.0,49.66,47.0,24.66,26.0,8.52,73.0,27.0,9.0,2.23,2.95,3.92,1.0,4.0,7.0,24.0,0.0,0.0
8470147,2017,Curtis McElhinney,TOR,G,5on4,18,3575.0,0.98,1.0,15.0,0.45,0.0,1.06,1.0,8.68,10.0,1.96,1.0,2.19,0.0,8.03,11.0,0.98,9.0,2.0,2.0,0.27,0.3,0.41,1.0,0.0,0.0,2.0,0.0,0.0
8474889,2017,Martin Jones,S.J,G,other,60,4398.0,5.05,5.0,91.0,3.9,2.0,8.79,6.0,47.93,53.0,1.78,0.0,29.78,23.0,18.88,28.0,4.83,43.0,21.0,4.0,1.55,2.37,1.14,2.0,2.0,1.0,23.0,0.0,0.0
8474889,2017,Martin Jones,S.J,G,all,60,203744.0,145.03,145.0,3309.0,115.56,100.0,376.31,367.0,1664.86,1700.0,58.78,82.0,932.12,770.0,713.01,929.0,140.8,1804.0,458.0,117.0,52.81,56.22,35.99,54.0,53.0,38.0,930.0,2.0,1.0
8474889,2017,Martin Jones,S.J,G,5on5,60,168720.0,110.33,116.0,2735.0,89.45,76.0,316.24,309.0,1349.36,1365.0,46.84,65.0,750.71,620.0,580.39,754.0,107.57,1492.0,350.0,83.0,43.6,42.8,23.93,48.0,43.0,25.0,810.0,0.0,0.0
8474889,2017,Martin Jones,S.J,G,4on5,60,13966.0,22.98,21.0,377.0,19.03,20.0,43.56,44.0,207.94,210.0,0.98,2.0,132.4,111.0,69.78,91.0,21.95,208.0,68.0,21.0,5.73,8.64,8.61,4.0,7.0,10.0,80.0,0.0,0.0
8474889,2017,Martin Jones,S.J,G,5on4,60,16660.0,4.74,2.0,82.0,2.28,2.0,5.64,5.0,47.63,57.0,8.88,15.0,13.29,13.0,38.88,45.0,4.65,50.0,12.0,7.0,1.29,1.56,1.89,0.0,0.0,2.0,13.0,2.0,1.0
8475660,2017,Cam Talbot,EDM,G,other,67,3343.0,7.16,5.0,107.0,4.61,3.0,11.82,9.0,61.59,54.0,1.38,2.0,33.72,30.0,22.69,32.0,6.96,52.0,24.0,6.0,1.88,3.29,1.98,1.0,3.0,1.0,25.0,0.0,0.0
8475660,2017,Cam Talbot,EDM,G,all,67,223806.0,185.71,188.0,3747.0,136.55,150.0,448.97,487.0,1988.58,2037.0,64.61,59.0,1087.32,839.0,845.34,1049.0,179.16,2084.0,507.0,178.0,63.62,61.37,60.73,66.0,67.0,55.0,978.0,8.0,4.0
8475660,2017,Cam Talbot,EDM,G,5on5,67,187781.0,136.59,140.0,3069.0,106.63,113.0,380.7,429.0,1623.96,1673.0,53.89,51.0,886.01,671.0,694.77,859.0,131.73,1736.0,398.0,124.0,54.72,47.81,34.04,60.0,53.0,27.0,811.0,6.0,3.0
8475660,2017,Cam Talbot,EDM,G,4on5,67,17378.0,37.89,40.0,490.0,23.15,32.0,50.32,45.0,258.01,253.0,1.33,2.0,154.67,129.0,82.47,105.0,36.42,242.0,72.0,43.0,5.94,8.7,23.24,4.0,11.0,25.0,133.0,0.0,0.0
8475660,2017,Cam Talbot,EDM,G,5on4,67,15304.0,3.3,2.0,68.0,1.66,1.0,4.5,2.0,37.07,47.0,7.48,3.0,9.46,9.0,41.01,46.0,3.3,47.0,10.0,4.0,0.79,1.25,1.26,1.0,0.0,1.0,7.0,2.0,1.0
8475883,2017,Frederik Andersen,TOR,G,other,66,4703.0,11.34,15.0,150.0,6.34,6.0,15.9,14.0,83.19,89.0,1.72,1.0,51.4,46.0,29.18,32.0,10.74,77.0,30.0,10.0,2.87,3.78,4.69,3.0,6.0,6.0,33.0,0.0,0.0
8475883,2017,Frederik Andersen,TOR,G,all,66,233311.0,191.47,182.0,3956.0,143.55,148.0,506.87,446.0,2170.62,2211.0,67.25,57.0,1214.44,1055.0,931.36,1134.0,183.8,2313.0,585.0,161.0,67.29,70.62,53.56,60.0,64.0,58.0,897.0,2.0,1.0
8475883,2017,Frederik Andersen,TOR,G,5on5,66,194389.0,143.98,135.0,3217.0,110.77,117.0,426.01,380.0,1756.99,1789.0,53.51,46.0,975.62,847.0,759.79,919.0,138.95,1893.0,471.0,110.0,56.34,56.13,31.51,50.0,51.0,34.0,743.0,2.0,1.0
8475883,2017,Frederik Andersen,TOR,G,4on5,66,17805.0,29.55,27.0,471.0,22.65,24.0,54.35,45.0,257.96,251.0,0.76,0.0,162.2,140.0,85.72,117.0,27.6,267.0,60.0,36.0,5.92,7.47,16.16,4.0,7.0,16.0,108.0,0.0,0.0
8475883,2017,Frederik Andersen,TOR,G,5on4,66,16414.0,3.76,3.0,76.0,2.02,0.0,5.25,2.0,43.33,53.0,10.66,10.0,11.54,12.0,43.2,47.0,3.76,53.0,9.0,5.0,1.25,1.3,1.21,1.0,0.0,2.0,9.0,0.0,0.0
8476509,2017,Maxime Lagace,VGK,G,other,16,2054.0,1.53,3.0,25.0,1.17,0.0,2.86,7.0,13.98,20.0,0.29,0.0,8.93,5.0,5.02,5.0,1.51,18.0,0.0,2.0,0.5,0.0,1.03,2.0,0.0,1.0,5.0,0.0,0.0
8476509,2017,Maxime Lagace,VGK,G,all,16,52411.0,37.52,57.0,820.0,29.63,25.0,98.27,99.0,421.79,431.0,15.29,16.0,236.44,193.0,178.54,201.0,36.07,436.0,130.0,30.0,12.7,15.23,9.59,20.0,25.0,12.0,224.0,0.0,0.0
8476509,2017,Maxime Lagace,VGK,G,5on5,16,41591.0,27.19,40.0,639.0,21.72,17.0,78.98,78.0,328.25,325.0,12.11,12.0,180.56,150.0,140.97,161.0,26.23,344.0,100.0,17.0,10.3,11.68,5.2,14.0,20.0,6.0,178.0,0.0,0.0
8476509,2017,Maxime Lagace,VGK,G,4on5,16,4291.0,8.34,13.0,142.0,6.42,8.0,15.59,14.0,72.14,77.0,0.52,0.0,45.04,35.0,24.29,27.0,7.87,64.0,29.0,10.0,1.75,3.44,3.15,4.0,5.0,4.0,39.0,0.0,0.0
8476509,2017,Maxime Lagace,VGK,G,5on4,16,4475.0,0.46,1.0,14.0,0.33,0.0,0.84,0.0,7.41,9.0,2.37,4.0,1.9,3.0,8.25,8.0,0.46,10.0,1.0,1.0,0.15,0.11,0.21,0.0,0.0,1.0,2.0,0.0,0.0
8474667,2017,Harri Sateri,FLA,G,other,8,1762.0,1.39,1.0,19.0,1.18,0.0,2.19,1.0,12.17,13.0,0.19,0.0,9.06,12.0,2.71,3.0,1.38,11.0,4.0,2.0,0.26,0.44,0.69,0.0,0.0,1.0,2.0,0.0,0.0
8474667,2017,Harri Sateri,FLA,G,all,8,25956.0,17.37,22.0,412.0,15.54,11.0,49.46,35.0,227.91,243.0,8.46,11.0,132.83,109.0,102.33,144.0,17.05,252.0,63.0,10.0,7.02,7.19,3.16,4.0,14.0,4.0,87.0,0.0,0.0
8474667,2017,Harri Sateri,FLA,G,5on5,8,20205.0,13.1,15.0,336.0,11.68,11.0,40.92,26.0,181.6,189.0,6.76,9.0,103.01,82.0,82.41,119.0,12.86,203.0,48.0,6.0,5.93,5.64,1.53,3.0,11.0,1.0,79.0,0.0,0.0
8474667,2017,Harri Sateri,FLA,G,4on5,8,1609.0,2.39,4.0,42.0,2.32,0.0,5.17,8.0,25.87,30.0,0.18,0.0,18.1,13.0,9.15,13.0,2.32,27.0,9.0,2.0,0.6,0.85,0.94,0.0,2.0,2.0,4.0,0.0,0.0
8474667,2017,Harri Sateri,FLA,G,5on4,8,2380.0,0.45,2.0,14.0,0.32,0.0,1.02,0.0,7.57,10.0,1.29,2.0,2.18,2.0,7.8,8.0,0.45,10.0,2.0,0.0,0.19,0.26,0.0,1.0,1.0,0.0,2.0,0.0,0.0
8473503,2017,James Reimer,FLA,G,other,44,4811.0,13.13,10.0,155.0,6.57,7.0,18.19,14.0,93.98,99.0,1.75,3.0,54.65,49.0,32.94,40.0,12.21,78.0,34.0,17.0,2.91,4.19,6.03,2.0,4.0,4.0,26.0,0.0,0.0
8473503,2017,James Reimer,FLA,G,all,44,144685.0,119.59,120.0,2457.0,90.01,95.0,298.98,323.0,1326.33,1373.0,41.04,42.0,741.6,624.0,566.17,646.0,114.61,1378.0,372.0,111.0,40.55,44.43,34.61,41.0,43.0,36.0,596.0,4.0,2.0
8473503,2017,James Reimer,FLA,G,5on5,44,117449.0,82.0,89.0,1918.0,65.7,65.0,238.07,257.0,1020.75,1047.0,31.45,33.0,561.34,467.0,449.87,517.0,79.7,1100.0,267.0,64.0,32.35,31.79,17.88,38.0,29.0,22.0,487.0,4.0,2.0
8473503,2017,James Reimer,FLA,G,4on5,44,11331.0,21.91,20.0,342.0,16.53,21.0,39.33,48.0,186.23,200.0,0.95,1.0,117.86,104.0,61.97,63.0,20.18,175.0,62.0,27.0,4.57,7.47,9.88,1.0,9.0,10.0,78.0,0.0,0.0
8473503,2017,James Reimer,FLA,G,5on4,44,11094.0,2.13,1.0,37.0,0.92,1.0,2.85,4.0,21.57,25.0,6.73,5.0,5.98,4.0,19.51,22.0,2.11,22.0,7.0,3.0,0.52,0.79,0.82,0.0,1.0,0.0,5.0,0.0,0.0
8470880,2017,Brian Elliott,PHI,G,other,43,4725.0,14.22,14.0,179.0,6.69,11.0,18.26,15.0,94.65,90.0,1.43,4.0,51.38,41.0,36.12,46.0,12.73,69.0,44.0,17.0,2.71,5.35,6.16,4.0,7.0,3.0,49.0,0.0,0.0
8470880,2017,Brian Elliott,PHI,G,all,43,151320.0,115.5,112.0,2371.0,83.87,108.0,288.35,312.0,1249.12,1228.0,40.31,38.0,683.08,481.0,530.64,680.0,111.13,1283.0,358.0,102.0,39.45,42.89,33.16,38.0,40.0,34.0,628.0,2.0,1.0
8470880,2017,Brian Elliott,PHI,G,5on5,43,123329.0,77.58,66.0,1852.0,63.07,80.0,236.49,259.0,979.6,951.0,31.18,27.0,539.95,370.0,418.44,549.0,75.64,1049.0,267.0,52.0,31.77,31.9,13.91,27.0,26.0,13.0,484.0,0.0,0.0
8470880,2017,Brian Elliott,PHI,G,4on5,43,10420.0,19.46,26.0,270.0,11.98,15.0,28.22,34.0,134.28,140.0,0.76,0.0,79.14,57.0,43.61,52.0,18.62,127.0,32.0,28.0,3.73,3.92,11.81,6.0,4.0,16.0,83.0,2.0,1.0
8470880,2017,Brian Elliott,PHI,G,5on4,43,12846.0,3.43,6.0,58.0,1.65,2.0,4.39,3.0,34.45,41.0,6.87,7.0,9.69,9.0,29.85,30.0,3.39,34.0,12.0,4.0,0.99,1.41,1.03,1.0,3.0,2.0,8.0,0.0,0.0
8471734,2017,Jonathan Quick,L.A,G,other,64,6050.0,11.55,10.0,172.0,6.74,7.0,16.38,12.0,89.84,86.0,1.94,5.0,53.3,51.0,33.0,44.0,10.71,77.0,33.0,15.0,2.93,3.92,4.7,5.0,1.0,4.0,47.0,0.0,0.0
8471734,2017,Jonathan Quick,L.A,G,all,64,219425.0,170.72,147.0,3524.0,130.6,159.0,434.93,412.0,1910.32,1867.0,59.11,71.0,1051.32,879.0,806.44,997.0,164.11,2028.0,458.0,179.0,58.07,55.5,57.15,56.0,39.0,52.0,859.0,10.0,5.0
8471734,2017,Jonathan Quick,L.A,G,5on5,64,177744.0,121.44,104.0,2741.0,96.33,119.0,353.77,347.0,1493.06,1443.0,46.64,52.0,810.15,666.0,632.09,768.0,117.3,1600.0,354.0,114.0,46.36,43.36,31.73,42.0,35.0,27.0,673.0,10.0,5.0
8471734,2017,Jonathan Quick,L.A,G,4on5,64,19083.0,33.37,29.0,528.0,25.35,30.0,58.64,49.0,279.8,276.0,1.46,1.0,174.88,147.0,92.37,135.0,31.8,291.0,60.0,44.0,7.48,6.86,19.03,7.0,3.0,19.0,133.0,0.0,0.0
8471734,2017,Jonathan Quick,L.A,G,5on4,64,16548.0,3.95,3.0,74.0,1.95,3.0,5.28,4.0,43.23,57.0,8.94,13.0,10.98,15.0,46.56,44.0,3.9,54.0,10.0,6.0,1.0,1.27,1.68,1.0,0.0,2.0,4.0,0.0,0.0
8470645,2017,Corey Crawford,CHI,G,other,28,2399.0,4.34,3.0,71.0,3.03,4.0,8.32,8.0,42.11,39.0,0.91,2.0,24.11,20.0,16.76,21.0,4.18,38.0,18.0,2.0,1.45,2.15,0.74,2.0,1.0,0.0,13.0,0.0,0.0
8470645,2017,Corey Crawford,CHI,G,all,28,95010.0,71.17,60.0,1517.0,59.52,64.0,187.34,183.0,830.39,842.0,28.03,24.0,466.2,377.0,345.58,445.0,68.5,854.0,246.0,57.0,24.12,29.26,17.8,26.0,21.0,13.0,360.0,0.0,0.0
8470645,2017,Corey Crawford,CHI,G,5on5,28,74536.0,50.62,45.0,1158.0,43.11,47.0,148.3,149.0,630.6,653.0,21.93,19.0,353.23,289.0,263.11,325.0,48.81,660.0,180.0,39.0,19.1,21.21,10.32,21.0,18.0,6.0,279.0,0.0,0.0
8470645,2017,Corey Crawford,CHI,G,4on5,28,7901.0,13.34,10.0,244.0,11.8,12.0,27.68,24.0,131.08,121.0,0.61,1.0,81.59,62.0,43.27,72.0,12.68,133.0,36.0,13.0,3.1,4.32,5.93,2.0,1.0,7.0,62.0,0.0,0.0
8470645,2017,Corey Crawford,CHI,G,5on4,28,10174.0,2.86,2.0,44.0,1.59,1.0,3.05,2.0,26.61,29.0,4.59,2.0,7.26,6.0,22.44,27.0,2.84,23.0,12.0,3.0,0.47,1.59,0.81,1.0,1.0,0.0,6.0,0.0,0.0
8479138,2017,Scott Foster,CHI,G,other,1,59.0,0.05,0.0,2.0,0.04,0.0,0.18,0.0,0.71,1.0,0.02,0.0,0.31,0.0,0.39,1.0,0.05,1.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8479138,2017,Scott Foster,CHI,G,all,1,841.0,0.33,0.0,18.0,0.61,0.0,1.75,2.0,7.88,7.0,0.25,0.0,4.69,4.0,3.39,5.0,0.33,10.0,1.0,0.0,0.24,0.09,0.0,0.0,0.0,0.0,7.0,0.0,0.0
8479138,2017,Scott Foster,CHI,G,5on5,1,660.0,0.25,0.0,14.0,0.37,0.0,1.29,2.0,5.62,5.0,0.23,0.0,3.53,4.0,2.41,2.0,0.24,7.0,1.0,0.0,0.16,0.09,0.0,0.0,0.0,0.0,6.0,0.0,0.0
8479138,2017,Scott Foster,CHI,G,4on5,1,61.0,0.03,0.0,2.0,0.2,0.0,0.28,0.0,1.55,1.0,0.0,0.0,0.85,0.0,0.59,2.0,0.03,2.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8479138,2017,Scott Foster,CHI,G,5on4,1,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8476234,2017,Keith Kinkaid,N.J,G,other,41,4063.0,9.97,10.0,133.0,5.42,8.0,14.57,14.0,73.89,72.0,1.03,1.0,43.77,31.0,25.73,37.0,9.25,58.0,33.0,11.0,2.37,4.09,3.51,1.0,3.0,6.0,31.0,0.0,0.0
8476234,2017,Keith Kinkaid,N.J,G,all,41,137854.0,102.51,106.0,2271.0,81.27,76.0,281.16,345.0,1222.74,1214.0,38.6,51.0,686.18,532.0,524.76,594.0,98.94,1301.0,341.0,74.0,38.47,41.6,22.44,35.0,46.0,25.0,555.0,2.0,1.0
8476234,2017,Keith Kinkaid,N.J,G,5on5,41,113200.0,74.98,80.0,1806.0,62.29,51.0,232.34,284.0,981.81,971.0,31.26,43.0,549.39,437.0,425.99,478.0,72.97,1074.0,259.0,44.0,31.35,31.61,12.03,29.0,38.0,13.0,429.0,2.0,1.0
8476234,2017,Keith Kinkaid,N.J,G,4on5,41,10884.0,15.1,15.0,282.0,12.26,14.0,30.04,42.0,138.16,138.0,0.95,1.0,85.01,61.0,45.88,49.0,14.33,133.0,44.0,16.0,3.86,5.2,6.04,4.0,5.0,6.0,89.0,0.0,0.0
8476234,2017,Keith Kinkaid,N.J,G,5on4,41,9707.0,2.38,1.0,46.0,1.16,3.0,3.48,5.0,25.97,30.0,5.05,6.0,6.69,3.0,25.53,27.0,2.3,32.0,5.0,3.0,0.81,0.7,0.87,1.0,0.0,0.0,6.0,0.0,0.0
8476330,2017,Adam Wilcox,BUF,G,other,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
